Geographic Area,City,percent_completed_hs,poverty_rate
CO,Eagle town,93,1.7
CO,East Pleasant View CDP,85.8,0.5
CO,Eaton town,91.4,1.5
CO,Eckley town,86.2,17.3
CO,Edgewater city,83.2,16.4
CO,Edwards CDP,86.6,16.1
CO,Elbert CDP,89.9,10.9
CO,Eldora CDP,100,28.6
CO,Eldorado Springs CDP,100,4.7
CO,Elizabeth town,92.4,10
CO,El Jebel CDP,84.1,3.3
CO,Ellicott CDP,82.1,11.8
CO,El Moro CDP,100,3.4
CO,Empire town,93.3,10.3
CO,Englewood city,88.1,16.5
CO,Erie town,96.7,2.4
CO,Estes Park town,97.6,10
CO,Evans city,76.3,16.6
CO,Evergreen CDP,96.9,4.3
CO,Fairmount CDP,94.7,6
CO,Fairplay town,91.3,5.7
CO,Federal Heights city,72.9,19
CO,Firestone town,96.7,4.5
CO,Flagler town,92.4,19
CO,Fleming town,97.7,24.3
CO,Florence city,90.1,23.2
CO,Florissant CDP,79.4,0
CO,Floyd Hill CDP,100,0
CO,Fort Carson CDP,97.2,17.2
CO,Fort Collins city,96,18.6
CO,Fort Garland CDP,75.5,30
CO,Fort Lupton city,75.1,13.5
CO,Fort Morgan city,73.8,13.6
CO,Fountain city,95.5,8.6
CO,Fowler town,88.6,29.6
CO,Foxfield town,97.9,3.3
CO,Franktown CDP,100,0
CO,Fraser town,91,11.4
CO,Frederick town,95.7,4
CO,Frisco town,97.8,9.6
CO,Fruita city,90.3,13.8
CO,Fruitvale CDP,88.2,12.2
CO,Fulford CDP,-,-
CO,Garden City town,71.4,33.7
CO,Garfield CDP,100,0
CO,Genesee CDP,99.1,5.2
CO,Genoa town,76.2,0
CO,Georgetown town,96.4,9.1
CO,Gerrard CDP,92.6,12.3
CO,Gilcrest town,75.8,20.2
CO,Glendale city,89.7,25.6
CO,Glendale CDP,100,0
CO,Gleneagle CDP,97.6,1.1
CO,Glenwood Springs city,85.2,15.4
CO,Golden city,93.9,16.8
CO,Goldfield CDP,100,0
CO,Gold Hill CDP,100,25.9
CO,Granada town,56.8,26.9
CO,Granby town,92.9,10.7
CO,Grand Junction city,91.3,18.9
CO,Grand Lake town,96.5,6.1
CO,Grand View Estates CDP,99.3,4.1
CO,Greeley city,83.6,20.2
CO,Green Mountain Falls town,98.3,13.1
CO,Greenwood Village city,97.8,4
CO,Grover town,91.5,43.4
CO,Guffey CDP,100,0
CO,Gunbarrel CDP,99.5,8.1
CO,Gunnison city,90.3,34
CO,Gypsum town,79,4.6
CO,Hartman town,83.7,38.7
CO,Hasty CDP,92.5,16.1
CO,Haswell town,84.7,6.8
CO,Haxtun town,90.7,11
CO,Hayden town,91.7,12.7
CO,Heeney CDP,82.9,13.9
CO,Hidden Lake CDP,-,-
CO,Highlands Ranch CDP,98.4,3.6
CO,Hillrose town,84.6,21.9
CO,Hoehne CDP,82.8,3.9
CO,Holly town,73.9,26.5
CO,Holly Hills CDP,97.4,5.4
CO,Holyoke city,84.6,18.1
CO,Hooper town,90.9,25.5
CO,Hotchkiss town,93.6,18.2
CO,Hot Sulphur Springs town,93.6,15.5
CO,Howard CDP,95.4,1.8
CO,Hudson town,77.8,21.1
CO,Hugo town,79.1,25.1
CO,Idaho Springs city,93.7,19.1
CO,Idalia CDP,100,0
CO,Idledale CDP,88,0
CO,Ignacio town,87.9,18.7
CO,Iliff town,96.5,28.3
CO,Indian Hills CDP,97.2,2.1
CO,Inverness CDP,100,4.4
CO,Jackson Lake CDP,64.5,5.1
CO,Jamestown town,97.4,6.6
CO,Jansen CDP,96.2,18.3
CO,Joes CDP,94.1,6.7
CO,Johnson Village CDP,100,53.6
CO,Johnstown town,94.7,1.4
CO,Julesburg town,93.2,12.7
CO,Keenesburg town,89.1,15.4
CO,Ken Caryl CDP,96.7,5.2
CO,Kersey town,76,11
CO,Keystone CDP,85.1,11.8
CO,Kim town,87.2,1.6
CO,Kiowa town,92.1,10.3
CO,Kirk CDP,70.7,8.8
CO,Kit Carson town,97.4,11.9
CO,Kittredge CDP,98.4,10.5
CO,Kremmling town,85.3,14.1
CO,Lafayette city,94.9,8.4
CO,Laird CDP,80,20
CO,La Jara town,81.5,21.6
CO,La Junta city,85,31.3
CO,La Junta Gardens CDP,100,0
CO,Lake City town,96.3,13
CO,Lakeside town,100,20
CO,Lakewood city,91.5,11.9
CO,Lamar city,82.2,20.3
CO,Laporte CDP,90.3,13.1
CO,Larkspur town,87.8,10.5
CO,La Salle town,82.1,14.3
CO,Las Animas city,79.9,35.1
CO,La Veta town,94.1,26.9
CO,Lazy Acres CDP,100,7.7
CO,Leadville city,96.8,6.3
CO,Leadville North CDP,91.2,9.9
CO,Lewis CDP,86,8.7
CO,Leyner CDP,100,0
CO,Limon town,91.7,19.6
CO,Lincoln Park CDP,87.6,19.6
CO,Littleton city,95.1,9.4
CO,Lochbuie town,72.1,20.8
CO,Loghill Village CDP,98.8,0
CO,Log Lane Village town,70.4,18.6
CO,Loma CDP,84.6,8.5
CO,Lone Tree city,97.9,4.2
CO,Longmont city,87.3,14.1
CO,Louisville city,98.2,5.7
CO,Louviers CDP,87.7,19.1
CO,Loveland city,94.1,9.1
CO,Lynn CDP,100,100
CO,Lyons town,97.6,7.8
CO,McCoy CDP,100,0
CO,Manassa town,88.1,30.5
CO,Mancos town,89.9,27.3
CO,Manitou Springs city,95.6,14.5
CO,Manzanola town,70.7,24.9
CO,Marble town,94.2,10.7
CO,Maybell CDP,100,17.9
CO,Maysville CDP,100,0
CO,Mead town,93,6.6
CO,Meeker town,87.3,20.5
CO,Meridian CDP,97.1,6.8
CO,Merino town,90.9,21.6
CO,Midland CDP,100,26.4
CO,Milliken town,83,3
CO,Minturn town,84.5,13.2
CO,Moffat town,97.3,44.3
CO,Monte Vista city,78.1,17.8
CO,Montezuma town,100,3.5
CO,Montrose city,88.4,22.2
CO,Monument town,95.2,4.2
CO,Morgan Heights CDP,100,0
CO,Morrison town,91.6,9.3
CO,Mountain Meadows CDP,100,15.1
CO,Mountain View town,82.2,10.7
CO,Mountain Village town,97.8,15.2
CO,Mount Crested Butte town,98.2,9.2
CO,Mulford CDP,88.4,4.7
CO,Naturita town,87.5,19.7
CO,Nederland town,97.5,17.8
CO,New Castle town,89.2,12.1
CO,Niwot CDP,99.5,3.4
CO,No Name CDP,100,25.3
CO,Norrie CDP,-,-
CO,Northglenn city,86.6,14
CO,North La Junta CDP,91.5,29.6
CO,North Washington CDP,64.3,5.5
CO,Norwood town,85.3,18.7
CO,Nucla town,84.5,31.6
CO,Nunn town,89.1,20.5
CO,Oak Creek town,91.3,26.4
CO,Olathe town,61.1,30
CO,Olney Springs town,82.1,49.5
CO,Ophir town,100,8
CO,Orchard CDP,78.2,0
CO,Orchard City town,91.8,19.3
CO,Orchard Mesa CDP,91.5,17.9
CO,Ordway town,85.3,36.1
CO,Otis town,90.2,14.6
CO,Ouray city,96.2,12.3
CO,Ovid town,83.6,25.4
CO,Padroni CDP,64.8,2.8
CO,Pagosa Springs town,83.3,21.6
CO,Palisade town,89,9.5
CO,Palmer Lake town,98.8,14.3
CO,Paoli town,39.3,3.2
CO,Paonia town,93.7,12.9
CO,Parachute town,79.7,34.2
CO,Paragon Estates CDP,100,4.5
CO,Parker town,98,4.2
CO,Parshall CDP,77.2,0
CO,Peetz town,94.5,4.1
CO,Penrose CDP,91,18.1
CO,Peoria CDP,83.9,3.9
CO,Perry Park CDP,99,4.5
CO,Peyton CDP,100,3.9
CO,Phippsburg CDP,100,0
CO,Piedra CDP,100,0
CO,Pierce town,81.5,6
CO,Pine Brook Hill CDP,100,3.2
CO,Pitkin town,93.4,14.4
CO,Platteville town,81.9,16.5
CO,Poncha Springs town,87.8,13.2
CO,Ponderosa Park CDP,96.7,5.5
CO,Portland CDP,100,6.5
CO,Pritchett town,94.4,15.4
CO,Pueblo city,85.3,25
CO,Pueblo West CDP,94.6,7.3
CO,Ramah town,91.5,23.6
CO,Rangely town,91.7,10
CO,Raymer (New Raymer) town,79.3,19.8
CO,Red Cliff town,92,4.3
CO,Red Feather Lakes CDP,100,0
CO,Redlands CDP,92.4,7.4
CO,Redstone CDP,100,0
CO,Redvale CDP,95.3,0
CO,Rico town,96.4,21.1
CO,Ridgway town,98.3,9.4
CO,Rifle city,84.3,14.5
CO,Rock Creek Park CDP,100,0
CO,Rockvale town,86.6,13.2
CO,Rocky Ford city,80.9,25.1
CO,Rollinsville CDP,100,0
CO,Romeo town,59.4,33.8
CO,Roxborough Park CDP,97.9,1
CO,Rye town,93.9,15.3
CO,Saddle Ridge CDP,100,0
CO,Saguache town,77.8,23.2
CO,St. Ann Highlands CDP,100,0
CO,St. Mary's CDP,100,0
CO,Salida city,90.7,10.3
CO,Salt Creek CDP,73.2,33.1
CO,San Acacio CDP,100,57.1
CO,Sanford town,89.4,15.6
CO,San Luis town,59.1,32.4
CO,Sawpit town,100,0
CO,Security-Widefield CDP,92.5,10.2
CO,Sedalia CDP,100,22.1
CO,Sedgwick town,84.8,25.2
CO,Segundo CDP,81.1,14.4
CO,Seibert town,88.6,19.8
CO,Seven Hills CDP,100,19.3
CO,Severance town,95.8,3.8
CO,Shaw Heights CDP,78,17.4
CO,Sheridan city,81.7,28.7
CO,Sheridan Lake town,72.7,41
CO,Sherrelwood CDP,68.5,18.2
CO,Silt town,85.7,15.8
CO,Silver Cliff town,86.7,41.1
CO,Silver Plume town,98,11.5
CO,Silverthorne town,89.1,20.6
CO,Silverton town,91.7,18.1
CO,Simla town,85,19.4
CO,Smeltertown CDP,87.7,0
CO,Snowmass Village town,100,9.7
CO,Snyder CDP,100,0
CO,Southern Ute CDP,97.3,3.8
CO,South Fork town,95.4,19.5
CO,Springfield town,86.6,26.5
CO,Starkville town,75.9,9.7
CO,Steamboat Springs city,96.7,10.9
CO,Sterling city,83.7,21.4
CO,Stonegate CDP,97.8,5
CO,Stonewall Gap CDP,100,0
CO,Strasburg CDP,92.9,4.7
CO,Stratmoor CDP,87.7,21.3
CO,Stratton town,86.6,18.5
CO,Sugar City town,81,19.8
CO,Sugarloaf CDP,100,19
CO,Sunshine CDP,100,0
CO,Superior town,98,3.9
CO,Swink town,96.7,12.3
CO,Tabernash CDP,100,0
CO,Tall Timber CDP,100,0
CO,Telluride town,96.2,9.7
CO,The Pinery CDP,99,1.8
CO,Thornton city,87.5,8.9
CO,Timnath town,98.5,5.8
CO,Todd Creek CDP,95.1,5.2
CO,Towaoc CDP,76.6,48.3
CO,Towner CDP,81,2.3
CO,Trail Side CDP,100,0
CO,Trinidad city,84.1,16.9
CO,Twin Lakes CDP (Adams County),66.1,20
CO,Twin Lakes CDP (Lake County),100,7.1
CO,Two Buttes town,89.4,52.4
CO,Upper Bear Creek CDP,96.8,4.6
CO,Vail town,99.1,10
CO,Valdez CDP,78.6,0
CO,Valmont CDP,100,0
CO,Vernon CDP,100,0
CO,Victor city,92.4,14.7
CO,Vilas town,84.4,24.8
CO,Vineland CDP,83.6,26.5
CO,Vona town,75.7,0
CO,Walden town,80.2,13.4
CO,Walsenburg city,80.3,21.5
CO,Walsh town,82.8,13.9
CO,Ward town,97.8,6.1
CO,Watkins CDP,93.8,0
CO,Welby CDP,78.3,15.8
CO,Weldona CDP,93.2,7.7
CO,Wellington town,96.9,4.2
CO,Westcliffe town,91.9,20.6
CO,Westcreek CDP,100,17.1
CO,Westminster city,91,9
CO,Weston CDP,80.4,21.6
CO,West Pleasant View CDP,92.3,16
CO,Wheat Ridge city,88.8,13.6
CO,Wiggins town,80.8,15.7
CO,Wiley town,89.5,12
CO,Williamsburg town,91.6,9.7
CO,Windsor town,96.9,5.9
CO,Winter Park town,100,4.7
CO,Wolcott CDP,-,-
CO,Woodland Park city,97.5,6.6
CO,Woodmoor CDP,99.6,2.4
CO,Woody Creek CDP,100,5.4
CO,Wray city,87,16.2
CO,Yampa town,95.3,17.3
CO,Yuma city,86.2,16.1
CT,Ansonia city,87.5,19
CT,Baltic CDP,88.5,17.7
CT,Bantam borough,87.5,9.1
CT,Bethel CDP,92.7,4.2
CT,Bethlehem Village CDP,93.5,8
CT,Blue Hills CDP,82.1,11.1
CT,Branford Center CDP,93.6,5.6
CT,Bridgeport city,75.6,22.9
CT,Bristol city,88.7,10.4
CT,Broad Brook CDP,97.2,8.5
CT,Brooklyn CDP,77.2,16
CT,Byram CDP,90.2,7.7
CT,Canaan CDP,91,11.1
CT,Cannondale CDP,100,8.5
CT,Canton Valley CDP,94,3.3
CT,Cheshire Village CDP,96.6,2.6
CT,Chester Center CDP,95.8,3.1
CT,Clinton CDP,94.4,8.7
CT,Colchester CDP,94.9,8.4
CT,Collinsville CDP,95.4,2.5
CT,Conning Towers Nautilus Park CDP,97.7,5.6
CT,Cos Cob CDP,95.7,3.1
CT,Coventry Lake CDP,92.6,3.9
CT,Crystal Lake CDP,95.3,1.8
CT,Danbury city,82.5,12
CT,Danielson borough,79.4,20
CT,Darien CDP,98.5,5.4
CT,Deep River Center CDP,93.4,7.8
CT,Derby city,85,15.4
CT,Durham CDP,95.6,2.1
CT,East Brooklyn CDP,86.2,26.9
CT,East Hampton CDP,89.9,8.7
CT,East Hartford CDP,84,15.4
CT,East Haven CDP,88.5,9.8
CT,Essex Village CDP,95.8,2.6
CT,Falls Village CDP,92.6,9.9
CT,Fenwick borough,93.7,2.5
CT,Gales Ferry CDP,98.8,2.8
CT,Georgetown CDP,98.3,4.1
CT,Glastonbury Center CDP,92.8,4
CT,Glenville CDP,94.2,7.7
CT,Greenwich CDP,94,7.4
CT,Groton city,93.8,13.8
CT,Groton Long Point borough,98.9,3.7
CT,Guilford Center CDP,97.1,8.5
CT,Hartford city,70.6,33.4
CT,Hazardville CDP,93.8,3.2
CT,Heritage Village CDP,96.2,2.1
CT,Higganum CDP,94.1,7.2
CT,Jewett City borough,78.8,18
CT,Kensington CDP,92.9,7.4
CT,Lake Pocotopaug CDP,94.1,4.8
CT,Lakeville CDP,97.2,1.4
CT,Litchfield borough,96.2,8.4
CT,Long Hill CDP,92.9,5.3
CT,Madison Center CDP,95.8,8.1
CT,Manchester CDP,91.9,14
CT,Mansfield Center CDP,96.1,8.8
CT,Mashantucket CDP,91.5,0.6
CT,Meriden city,86.4,14.6
CT,Middletown city,91.9,11
CT,Milford city,94.2,6.6
CT,Milford city (balance),94.1,6.7
CT,Moodus CDP,100,7.3
CT,Moosup CDP,84.3,7.9
CT,Mystic CDP,95.8,3
CT,Naugatuck borough,87.4,8.8
CT,New Britain city,80.8,23.3
CT,New Hartford Center CDP,92.4,11.5
CT,New Haven city,83,26.6
CT,Newington CDP,91.7,4.4
CT,New London city,82.5,28.6
CT,New Milford CDP,84.8,12.5
CT,New Preston CDP,98,7.5
CT,Newtown borough,95.6,3.4
CT,Niantic CDP,96.1,7.8
CT,Noank CDP,96.7,5.2
CT,Norfolk CDP,88.4,14.9
CT,North Granby CDP,98.5,1.9
CT,North Grosvenor Dale CDP,81.3,10.3
CT,North Haven CDP,95.2,3.9
CT,Northwest Harwinton CDP,89.8,9.6
CT,Norwalk city,88.5,8.4
CT,Norwich city,85.3,15.7
CT,Oakville CDP,89.2,5.2
CT,Old Greenwich CDP,98.7,4.2
CT,Old Mystic CDP,94.4,4.2
CT,Old Saybrook Center CDP,96.7,3.7
CT,Orange CDP,95.8,3.8
CT,Oxoboxo River CDP,90.2,4.3
CT,Pawcatuck CDP,90,15.2
CT,Pemberwick CDP,96.1,4.1
CT,Plainfield Village CDP,87,9.2
CT,Plantsville CDP,95,7.5
CT,Poquonock Bridge CDP,91,21.8
CT,Portland CDP,92.3,10.1
CT,Putnam CDP,90.3,10.7
CT,Quinebaug CDP,86.5,7.3
CT,Ridgefield CDP,98.1,3
CT,Riverside CDP,97,3.7
CT,Rockville CDP,87,18
CT,Salmon Brook CDP,96.2,4.8
CT,Saybrook Manor CDP,93.1,10.7
CT,Sharon CDP,87.1,25.4
CT,Shelton city,93.3,5.1
CT,Sherwood Manor CDP,93.1,3.9
CT,Simsbury Center CDP,96.1,3.3
CT,Somers CDP,97,7.4
CT,South Coventry CDP,93.9,1.1
CT,Southport CDP,96.5,3.3
CT,South Windham CDP,88.1,2.3
CT,Southwood Acres CDP,92.6,6
CT,South Woodstock CDP,95.9,1.1
CT,Stafford Springs CDP,81.2,19.1
CT,Stamford city,89,9.4
CT,Stonington borough,96.5,10.4
CT,Storrs CDP,95.7,43
CT,Stratford CDP,91,7.9
CT,Suffield Depot CDP,97.3,9.1
CT,Tariffville CDP,96.7,6.3
CT,Terramuggus CDP,97.1,0
CT,Terryville CDP,86.1,8.3
CT,Thomaston CDP,86.3,10.8
CT,Thompsonville CDP,86.9,21
CT,Torrington city,86.5,10.7
CT,Trumbull CDP,94.3,2.2
CT,Wallingford Center CDP,91.7,7.8
CT,Waterbury city,79.1,25.1
CT,Waterford CDP,88.4,7.6
CT,Watertown CDP,96.6,5.3
CT,Wauregan CDP,79.8,18.1
CT,Weatogue CDP,99.5,1.1
CT,Westbrook Center CDP,86.6,14.2
CT,West Hartford CDP,94.1,8
CT,West Haven city,86.5,14.4
CT,Westport CDP,98.9,4.7
CT,West Simsbury CDP,95.8,0.5
CT,Wethersfield CDP,90.6,4.7
CT,Willimantic CDP,74.9,28.2
CT,Wilton Center CDP,98.6,0
CT,Windsor Locks CDP,90.7,5.7
CT,Winsted CDP,85.1,15.1
CT,Woodbury Center CDP,97.1,6.6
CT,Woodmont borough,96.9,2.7
DE,Arden village,95.7,1.5
DE,Ardencroft village,95.7,1.9
DE,Ardentown village,98.3,7.4
DE,Bear CDP,86.3,14.3
DE,Bellefonte town,95.1,6
DE,Bethany Beach town,96,2.8
DE,Bethel town,97.9,4.1
DE,Blades town,78.8,26.7
DE,Bowers town,89.5,15.6
DE,Bridgeville town,84.3,20.7
DE,Brookside CDP,89.7,9.3
DE,Camden town,91.8,4.4
DE,Cheswold town,81.9,10.1
DE,Claymont CDP,87.6,12.1
DE,Clayton town,86.4,13.1
DE,Dagsboro town,93.6,8.5
DE,Delaware City city,86.7,13
DE,Delmar town,83.2,17
DE,Dewey Beach town,91.6,12
DE,Dover city,87.3,20
DE,Dover Base Housing CDP,96.8,11.3
DE,Edgemoor CDP,97.1,9
DE,Ellendale town,86.3,27.8
DE,Elsmere town,77.7,10.3
DE,Farmington town,75.4,8.8
DE,Felton town,89.1,23.7
DE,Fenwick Island town,96.8,3.5
DE,Frankford town,79.8,19
DE,Frederica town,81.5,15.5
DE,Georgetown town,63.9,20.7
DE,Glasgow CDP,95.4,6.5
DE,Greenville CDP,97,3.9
DE,Greenwood town,78.9,9.8
DE,Harrington city,87.7,20.8
DE,Hartly town,79.4,14.8
DE,Henlopen Acres town,100,5.1
DE,Highland Acres CDP,93.5,10
DE,Hockessin CDP,94.8,2.8
DE,Houston town,90.2,16.8
DE,Kent Acres CDP,85,13
DE,Kenton town,71.5,34.1
DE,Laurel town,77.8,34.7
DE,Leipsic town,80.5,13.6
DE,Lewes city,91.4,7.9
DE,Little Creek town,73,14.7
DE,Long Neck CDP,90.3,7
DE,Magnolia town,93.5,4.7
DE,Middletown town,93.3,5.4
DE,Milford city,85.8,17
DE,Millsboro town,81.1,20.5
DE,Millville town,92.9,7
DE,Milton town,88.9,12.6
DE,Newark city,95.5,25.6
DE,New Castle city,88.8,13.7
DE,Newport town,74.1,32.1
DE,North Star CDP,98.2,1
DE,Ocean View town,97,5.2
DE,Odessa town,93,11.2
DE,Pike Creek CDP,97.9,1.6
DE,Pike Creek Valley CDP,96.4,4.5
DE,Rehoboth Beach city,98.9,8.2
DE,Rising Sun-Lebanon CDP,88.6,22.6
DE,Riverview CDP,94.5,4.9
DE,Rodney Village CDP,87.4,11.8
DE,St. Georges CDP,92.4,3.2
DE,Seaford city,79,25.3
DE,Selbyville town,71.5,16
DE,Slaughter Beach town,96.4,6.2
DE,Smyrna town,89.9,7.6
DE,South Bethany town,99,7.1
DE,Townsend town,89,7.1
DE,Viola town,92.2,0.6
DE,Wilmington city,83.2,24.5
DE,Wilmington Manor CDP,84.2,11.1
DE,Woodside town,90.8,26.7
DE,Woodside East CDP,86.3,27.4
DE,Wyoming town,88.1,8.8
DC,Washington ,89.3,18
FL,Acacia Villas CDP,81.7,33.6
FL,Alachua city,93.4,14.9
FL,Alafaya CDP,93.9,12.4
FL,Alford town,72.8,34.2
FL,Allentown CDP,95.2,2.4
FL,Altamonte Springs city,93.2,13.1
FL,Altha town,93.9,30.3
FL,Altoona CDP,69.4,14.6
FL,Alturas CDP,79.8,22.8
FL,Alva CDP,82.6,8
FL,Andrews CDP,73.1,6.4
FL,Anna Maria city,99.2,7.2
FL,Apalachicola city,83.7,10
FL,Apollo Beach CDP,94.4,10.4
FL,Apopka city,86.6,14.6
FL,Arcadia city,74.8,32.4
FL,Archer city,90.6,35.5
FL,Aripeka CDP,92.5,22.9
FL,Asbury Lake CDP,91,6.8
FL,Astatula town,80.4,22
FL,Astor CDP,71.7,31.7
FL,Atlantic Beach city,94.9,8.5
FL,Atlantis city,96,6.1
FL,Auburndale city,81.1,17.6
FL,Aucilla CDP,71.4,49.1
FL,Avalon CDP,89,4.6
FL,Aventura city,93.8,11.6
FL,Avon Park city,72,36.2
FL,Azalea Park CDP,78,19.4
FL,Babson Park CDP,89.6,18.9
FL,Bagdad CDP,84.6,19.9
FL,Baldwin town,75.6,23.1
FL,Bal Harbour village,96.6,14.5
FL,Balm CDP,76.9,14.7
FL,Bardmoor CDP,90.3,16.6
FL,Bartow city,83.4,23.2
FL,Bascom town,86.7,20.2
FL,Bay Harbor Islands town,93.2,16
FL,Bay Hill CDP,95.5,10.6
FL,Bay Lake city,88.9,0
FL,Bayonet Point CDP,85.6,19.5
FL,Bay Pines CDP,94.3,11.3
FL,Bayport CDP,100,0
FL,Bayshore Gardens CDP,81.1,21.6
FL,Beacon Square CDP,86.8,23.4
FL,Bear Creek CDP,92.2,18.3
FL,Bee Ridge CDP,93.9,9.9
FL,Bell town,80.1,19.1
FL,Bellair-Meadowbrook Terrace CDP,91,12.3
FL,Belleair town,96,3.4
FL,Belleair Beach city,94.2,5
FL,Belleair Bluffs city,94.7,11.1
FL,Belleair Shore town,98.2,0
FL,Belle Glade city,63.6,35.9
FL,Belle Isle city,95.8,2.5
FL,Belleview city,76,23.6
FL,Bellview CDP,90.9,9.1
FL,Berrydale CDP,80.9,11.2
FL,Beverly Beach town,91,5.6
FL,Beverly Hills CDP,85.7,30.2
FL,Big Coppitt Key CDP,97.4,18.9
FL,Big Pine Key CDP,93.9,9.1
FL,Biscayne Park village,87.7,14.8
FL,Bithlo CDP,84.5,18.3
FL,Black Diamond CDP,97,14.5
FL,Black Hammock CDP,96,19.7
FL,Bloomingdale CDP,96.2,5.6
FL,Blountstown city,79.4,26.5
FL,Boca Raton city,96,10
FL,Bokeelia CDP,94.1,17.4
FL,Bonifay city,79.6,28.8
FL,Bonita Springs city,84.1,18.5
FL,Boulevard Gardens CDP,64.9,5.4
FL,Bowling Green city,61.6,28.2
FL,Boynton Beach city,86.8,16.8
FL,Bradenton city,84.9,18.1
FL,Bradenton Beach city,92.3,13.1
FL,Bradley Junction CDP,67.4,19.8
FL,Brandon CDP,91.7,11.4
FL,Branford town,75.2,28.2
FL,Brent CDP,84.5,21.8
FL,Briny Breezes town,93.4,8
FL,Bristol city,70.8,21.7
FL,Broadview Park CDP,66.9,28.2
FL,Bronson town,85.5,20.4
FL,Brooker town,82.4,20.5
FL,Brookridge CDP,89.1,6.9
FL,Brooksville city,82.2,27.3
FL,Brownsdale CDP,89.5,10.8
FL,Brownsville CDP,70.6,44.1
FL,Buckhead Ridge CDP,77.8,19.7
FL,Buckingham CDP,90.4,8
FL,Buenaventura Lakes CDP,78.8,18.7
FL,Bunnell city,85,29.1
FL,Burnt Store Marina CDP,97,5.3
FL,Bushnell city,79,27.9
FL,Butler Beach CDP,95,6.4
FL,Cabana Colony CDP,94.2,11.2
FL,Callahan town,81.2,27.6
FL,Callaway city,89.8,18.5
FL,Campbell CDP,88.4,16.3
FL,Campbellton town,75.7,8.9
FL,Canal Point CDP,80.5,19.9
FL,Cape Canaveral city,93.4,13.4
FL,Cape Coral city,90.4,14.2
FL,Captiva CDP,91.3,63.8
FL,Carrabelle city,70.3,29.2
FL,Carrollwood CDP,93.9,9.6
FL,Caryville town,55,41
FL,Casselberry city,91.8,16
FL,Cedar Grove CDP,80.1,19.2
FL,Cedar Key city,94.8,12.6
FL,Celebration CDP,99.7,7.4
FL,Center Hill city,61.2,40.8
FL,Century town,76.6,23.8
FL,Charleston Park CDP,63.1,33.6
FL,Charlotte Harbor CDP,88.9,12.1
FL,Charlotte Park CDP,90.2,6.7
FL,Chattahoochee city,67.6,53.3
FL,Cheval CDP,96.8,10
FL,Chiefland city,73.9,42.3
FL,Chipley city,78.2,31.2
FL,Chokoloskee CDP,100,72.5
FL,Christmas CDP,82.2,23.2
FL,Chuluota CDP,95.2,10.3
FL,Chumuckla CDP,78.5,5.5
FL,Cinco Bayou town,90.7,20.4
FL,Citrus Hills CDP,90.5,4
FL,Citrus Park CDP,92.1,9.6
FL,Citrus Springs CDP,88.5,13.3
FL,Clarcona CDP,88.6,16.5
FL,Clearwater city,89.3,16
FL,Clermont city,92.3,14.1
FL,Cleveland CDP,85.4,23.9
FL,Clewiston city,64.3,17.1
FL,Cloud Lake town,78.2,2.6
FL,Cobbtown CDP,100,13.2
FL,Cocoa city,83.1,29.3
FL,Cocoa Beach city,96.3,7.4
FL,Cocoa West CDP,72.2,44
FL,Coconut Creek city,93.3,8.8
FL,Coleman city,75.9,12.7
FL,Combee Settlement CDP,69.1,27.7
FL,Connerton CDP,73.3,0
FL,Conway CDP,93.7,11.5
FL,Cooper City city,94.9,4.7
FL,Coral Gables city,95.5,7.6
FL,Coral Springs city,92.3,10.3
FL,Coral Terrace CDP,78.1,15.7
FL,Cortez CDP,93.7,8.5
FL,Cottondale town,72.1,40.3
FL,Country Club CDP,85.2,19.7
FL,Country Walk CDP,93.7,11.9
FL,Crawfordville CDP,92.9,15.6
FL,Crescent Beach CDP,99.3,11.5
FL,Crescent City city,71,37
FL,Crestview city,92.6,19.1
FL,Crooked Lake Park CDP,87.9,18.2
FL,Cross City town,74.6,30.5
FL,Crystal Lake CDP,79.1,35.3
FL,Crystal River city,85,26.3
FL,Crystal Springs CDP,66,25.1
FL,Cudjoe Key CDP,93.2,10.9
FL,Cutler Bay town,88,11.5
FL,Cypress Gardens CDP,92.1,9.5
FL,Cypress Lake CDP,91.6,11.6
FL,Cypress Quarters CDP,81.7,37.4
FL,Dade City city,78.8,32.2
FL,Dade City North CDP,70.4,21.1
FL,Dania Beach city,85.6,24.2
FL,Davenport city,88.7,22.6
FL,Davie town,90.6,12.6
FL,Day CDP,68.8,25.6
FL,Daytona Beach city,86.3,31.7
FL,Daytona Beach Shores city,95.3,11.5
FL,DeBary city,90.6,9.2
FL,Deerfield Beach city,85.6,17.7
FL,DeFuniak Springs city,82.3,19.9
FL,DeLand city,87.4,20.6
FL,DeLand Southwest CDP,73.2,42.9
FL,De Leon Springs CDP,63.6,23.3
FL,Delray Beach city,85.5,17.8
FL,Deltona city,88.2,16.4
FL,Desoto Lakes CDP,95.7,12.8
FL,Destin city,96.4,7.5
FL,Dickerson City CDP,100,0
FL,Dixonville CDP,87.9,4.9
FL,Doctor Phillips CDP,94,7.1
FL,Doral city,95.1,12.4
FL,Dover CDP,45.6,46
FL,Duck Key CDP,93.6,38.6
FL,Dundee town,80.3,28.6
FL,Dunedin city,91,8
FL,Dunnellon city,88.8,29.8
FL,Eagle Lake city,82.9,14.8
FL,East Bronson CDP,72.4,32.9
FL,East Lake CDP,95.8,6.2
FL,East Lake-Orient Park CDP,82.5,23.8
FL,East Milton CDP,72.3,34.7
